sleep time resolution: 11.04 ms.
### TRAIN ###
1332208198.925893 1332208199.593259 1422 1
1332208198.926339 1332208199.593854 1423 1
1332208198.926786 1332208199.594036 1424 1
1332208198.927232 1332208199.594519 1425 1
1332208198.927679 1332208199.595002 1426 1
1332208198.928125 1332208199.595498 1427 1
1332208198.928572 1332208199.596031 1428 1
1332208198.929018 1332208199.596166 1429 1
1332208198.929465 1332208199.596812 1430 1
1332208198.929911 1332208199.597686 1431 1
1332208198.930358 1332208199.597850 1432 1
1332208198.930804 1332208199.598363 1433 1
1332208198.931251 1332208199.598516 1434 1
1332208198.931697 1332208199.599029 1435 1
1332208198.932144 1332208199.599125 1436 1
1332208198.932590 1332208199.600156 1437 1
1332208198.933036 1332208199.601645 1438 1
1332208198.933483 1332208199.601655 1439 1
1332208198.933929 1332208199.602245 1440 1
1332208198.934375 1332208199.602398 1441 1
1332208198.934821 1332208199.602595 1442 1
1332208198.935268 1332208199.602781 1443 1
1332208198.935715 1332208199.603342 1444 1
1332208198.936161 1332208199.603526 1445 1
1332208198.936608 1332208199.604014 1446 1
1332208198.937054 1332208199.604117 1447 1
1332208198.937500 1332208199.606438 1448 1
1332208198.937946 1332208199.606607 1449 1
1332208198.938393 1332208199.606819 1450 1
1332208198.938840 1332208199.606890 1451 1
1332208198.939286 1332208199.607159 1452 1
1332208198.939733 1332208199.607306 1453 1
1332208198.940179 1332208199.607810 1454 1
1332208198.940626 1332208199.607950 1455 1
1332208198.941073 1332208199.608126 1456 1
1332208198.941520 1332208199.608637 1457 1
1332208198.941966 1332208199.609116 1458 1
1332208198.942412 1332208199.609280 1459 1
1332208198.942859 1332208199.609780 1460 1
1332208198.943305 1332208199.610328 1461 1
1332208198.943751 1332208199.610476 1462 1
1332208198.944197 1332208199.610985 1463 1
1332208198.944644 1332208199.611509 1464 1
1332208198.945090 1332208199.612016 1465 1
1332208198.945537 1332208199.612422 1466 1
1332208198.945983 1332208199.613081 1467 1
1332208198.946429 1332208199.613243 1468 1
1332208198.946875 1332208199.613678 1469 1
1332208198.947322 1332208199.614133 1470 1
1332208198.947768 1332208199.616060 1471 1
1332208198.948215 1332208199.616541 1472 1
1332208198.948661 1332208199.616585 1473 1
1332208198.949107 1332208199.616866 1474 1
1332208198.949553 1332208199.616919 1475 1
1332208198.949999 1332208199.617149 1476 1
1332208198.950445 1332208199.617705 1477 1
1332208198.950892 1332208199.617792 1478 1
1332208198.951339 1332208199.618334 1479 1
1332208198.951786 1332208199.618437 1480 1
1332208198.952232 1332208199.618993 1481 1
1332208198.952679 1332208199.619557 1482 1
1332208198.953126 1332208199.620818 1483 1
1332208198.953575 1332208199.620936 1484 1
1332208198.954018 1332208199.621258 1485 1
1332208198.954464 1332208199.621676 1486 1
1332208198.954910 1332208199.621816 1487 1
1332208198.955357 1332208199.622039 1488 1
1332208198.955803 1332208199.622535 1489 1
1332208198.956249 1332208199.623418 1490 1
1332208198.956696 1332208199.624166 1491 1
1332208198.957143 1332208199.624350 1492 1
1332208198.957590 1332208199.624907 1493 1
1332208198.958036 1332208199.625089 1494 1
1332208198.958482 1332208199.625283 1495 1
1332208198.958928 1332208199.625661 1496 1
1332208198.959374 1332208199.625829 1497 1
1332208198.959821 1332208199.626336 1498 1
1332208198.960267 1332208199.626984 1499 1
1332208198.960713 1332208199.627157 1500 1
1332208198.961159 1332208199.627735 1501 1
1332208198.961605 1332208199.629167 1502 1
1332208198.962052 1332208199.629356 1503 1
1332208198.962498 1332208199.629527 1504 1
1332208198.962945 1332208199.630102 1505 1
1332208198.963392 1332208199.630302 1506 1
1332208198.963839 1332208199.630459 1507 1
1332208198.964285 1332208199.630952 1508 1
1332208198.964731 1332208199.631034 1509 1
1332208198.965177 1332208199.631675 1510 1
1332208198.965623 1332208199.632094 1511 1
1332208198.966069 1332208199.632614 1512 1
1332208198.966515 1332208199.633046 1513 1
1332208198.966961 1332208199.633641 1514 1
1332208198.967408 1332208199.634157 1515 1
1332208198.967855 1332208199.634430 1516 1
1332208198.968301 1332208199.634883 1517 1
1332208198.968748 1332208199.634959 1518 1
1332208198.969194 1332208199.635586 1519 1
1332208198.969640 1332208199.636124 1520 1
1332208198.970086 1332208199.636546 1521 1
1332208198.970533 1332208199.636687 1522 1
1332208198.970979 1332208199.637274 1523 1
1332208198.971426 1332208199.637817 1524 1
1332208198.971872 1332208199.638309 1525 1
1332208198.972319 1332208199.638800 1526 1
1332208198.972765 1332208199.639034 1527 1
1332208198.973211 1332208199.639430 1528 1
1332208198.973657 1332208199.642957 1529 1
1332208198.974103 1332208199.643174 1530 1
1332208198.974549 1332208199.643279 1531 1
1332208198.974995 1332208199.643433 1532 1
1332208198.975441 1332208199.643691 1533 1
1332208198.975887 1332208199.643858 1534 1
1332208198.976333 1332208199.644074 1535 1
1332208198.976779 1332208199.644199 1536 1
1332208198.977225 1332208199.644762 1537 1
1332208198.977671 1332208199.644887 1538 1
1332208198.978117 1332208199.645109 1539 1
1332208198.978563 1332208199.645260 1540 1
1332208198.979010 1332208199.645845 1541 1
1332208198.979457 1332208199.646056 1542 1
1332208198.979904 1332208199.646158 1543 1
1332208198.980350 1332208199.646669 1544 1
1332208198.980796 1332208199.646810 1545 1
1332208198.981243 1332208199.647384 1546 1
1332208198.981690 1332208199.647585 1547 1
1332208198.982136 1332208199.648174 1548 1
1332208198.982582 1332208199.648664 1549 1
1332208198.983028 1332208199.649192 1550 1
1332208198.983475 1332208199.649609 1551 1
1332208198.983922 1332208199.650227 1552 1
1332208198.984368 1332208199.650612 1553 1
1332208198.984814 1332208199.650867 1554 1
1332208198.985261 1332208199.651235 1555 1
1332208198.985707 1332208199.651818 1556 1
1332208198.986153 1332208199.652282 1557 1
1332208198.986600 1332208199.652713 1558 1
1332208198.987046 1332208199.653263 1559 1
1332208198.987492 1332208199.653886 1560 1
1332208198.987938 1332208199.654275 1561 1
1332208198.988385 1332208199.654429 1562 1
1332208198.988831 1332208199.654597 1563 1
1332208198.989277 1332208199.655403 1564 1
1332208198.989723 1332208199.655909 1565 1
1332208198.990169 1332208199.655942 1566 1
1332208198.990615 1332208199.656535 1567 1
1332208198.991061 1332208199.657092 1568 1
1332208198.991508 1332208199.657637 1569 1
1332208198.991954 1332208199.658015 1570 1
1332208198.992401 1332208199.658244 1571 1
1332208198.992848 1332208199.659362 1572 1
1332208198.993294 1332208199.660200 1573 1
1332208198.993740 1332208199.660412 1574 1
1332208198.994187 1332208199.660924 1575 1
1332208198.994634 1332208199.661417 1576 1
1332208198.995081 1332208199.661934 1577 1
1332208198.995527 1332208199.662467 1578 1
1332208198.995973 1332208199.662626 1579 1
1332208198.996419 1332208199.663198 1580 1
1332208198.996866 1332208199.663398 1581 1
1332208198.997312 1332208199.663899 1582 1
1332208198.997759 1332208199.664673 1583 1
1332208198.998205 1332208199.665801 1584 1
1332208198.998651 1332208199.666793 1585 1
1332208198.999097 1332208199.666804 1586 1
1332208198.999543 1332208199.667407 1587 1
1332208198.999989 1332208199.667915 1588 1
1332208199.000435 1332208199.667925 1589 1
1332208199.000881 1332208199.668504 1590 1
1332208199.001327 1332208199.668863 1591 1
1332208199.001779 1332208199.669374 1592 1
1332208199.002225 1332208199.669876 1593 1
1332208199.002672 1332208199.670362 1594 1
1332208199.003119 1332208199.670476 1595 1
1332208199.003565 1332208199.671046 1596 1
1332208199.004012 1332208199.671625 1597 1
1332208199.004458 1332208199.672065 1598 1
1332208199.004904 1332208199.672247 1599 1
1332208199.005351 1332208199.672766 1600 1
1332208199.005798 1332208199.673202 1601 1
1332208199.006244 1332208199.673727 1602 1
1332208199.006690 1332208199.674220 1603 1
1332208199.007136 1332208199.674470 1604 1
1332208199.007582 1332208199.674855 1605 1
1332208199.008028 1332208199.675412 1606 1
1332208199.008475 1332208199.677921 1607 1
1332208199.008921 1332208199.678557 1608 1
1332208199.009367 1332208199.678568 1609 1
1332208199.009814 1332208199.678870 1610 1
1332208199.010260 1332208199.678954 1611 1
1332208199.010706 1332208199.679143 1612 1
1332208199.011152 1332208199.679354 1613 1
1332208199.011598 1332208199.679893 1614 1
1332208199.012044 1332208199.680063 1615 1
1332208199.012491 1332208199.680270 1616 1
1332208199.012938 1332208199.680433 1617 1
1332208199.013385 1332208199.680983 1618 1
1332208199.013831 1332208199.681146 1619 1
1332208199.014278 1332208199.681599 1620 1
1332208199.014725 1332208199.682142 1621 1
1332208199.015171 1332208199.682306 1622 1
1332208199.015617 1332208199.682869 1623 1
1332208199.016063 1332208199.683379 1624 1
1332208199.016510 1332208199.683567 1625 1
1332208199.016957 1332208199.684027 1626 1
1332208199.017403 1332208199.684667 1627 1
1332208199.017849 1332208199.684842 1628 1
1332208199.018296 1332208199.685390 1629 1
1332208199.018742 1332208199.685855 1630 1
1332208199.019189 1332208199.686271 1631 1
1332208199.019635 1332208199.686833 1632 1
1332208199.020081 1332208199.687397 1633 1
1332208199.020528 1332208199.687561 1634 1
1332208199.020975 1332208199.688064 1635 1
1332208199.021422 1332208199.688618 1636 1
1332208199.021868 1332208199.688719 1637 1
1332208199.022314 1332208199.689259 1638 1
1332208199.022760 1332208199.689837 1639 1
1332208199.023207 1332208199.690322 1640 1
1332208199.023653 1332208199.690427 1641 1
1332208199.024099 1332208199.691090 1642 1
1332208199.024545 1332208199.691828 1643 1
1332208199.024991 1332208199.692315 1644 1
1332208199.025437 1332208199.692468 1645 1
1332208199.025884 1332208199.692944 1646 1
1332208199.026330 1332208199.693145 1647 1
1332208199.026776 1332208199.693757 1648 1
1332208199.027222 1332208199.694362 1649 1
1332208199.027668 1332208199.694400 1650 1
1332208199.028115 1332208199.695060 1651 1
1332208199.028562 1332208199.695543 1652 1
1332208199.029009 1332208199.696076 1653 1
1332208199.029455 1332208199.696571 1654 1
1332208199.029902 1332208199.697072 1655 1
1332208199.030348 1332208199.697583 1656 1
1332208199.030794 1332208199.697617 1657 1
1332208199.031241 1332208199.698208 1658 1
1332208199.031687 1332208199.698371 1659 1
1332208199.032133 1332208199.698951 1660 1
1332208199.032579 1332208199.699696 1661 1
1332208199.033026 1332208199.700068 1662 1
1332208199.033473 1332208199.700280 1663 1
1332208199.033920 1332208199.700691 1664 1
1332208199.034366 1332208199.701072 1665 1
1332208199.034813 1332208199.708096 1666 1
1332208199.035260 1332208199.708631 1667 1
1332208199.035706 1332208199.708735 1668 1
1332208199.036153 1332208199.708992 1669 1
1332208199.036599 1332208199.709116 1670 1
1332208199.037045 1332208199.709346 1671 1
1332208199.037492 1332208199.709574 1672 1
1332208199.037938 1332208199.709640 1673 1
1332208199.038385 1332208199.709830 1674 1
1332208199.038831 1332208199.710493 1675 1
1332208199.039277 1332208199.710556 1676 1
1332208199.039724 1332208199.710776 1677 1
1332208199.040171 1332208199.710895 1678 1
1332208199.040618 1332208199.711098 1679 1
1332208199.041064 1332208199.711280 1680 1
1332208199.041510 1332208199.711459 1681 1
1332208199.041956 1332208199.711653 1682 1
1332208199.042403 1332208199.712688 1683 1
1332208199.042849 1332208199.712870 1684 1
1332208199.043295 1332208199.713117 1685 1
1332208199.043742 1332208199.713160 1686 1
1332208199.044188 1332208199.713398 1687 1
1332208199.044634 1332208199.713490 1688 1
1332208199.045080 1332208199.713754 1689 1
1332208199.045527 1332208199.713898 1690 1
1332208199.045974 1332208199.714483 1691 1
1332208199.046420 1332208199.714671 1692 1
1332208199.046866 1332208199.714841 1693 1
1332208199.047312 1332208199.715025 1694 1
1332208199.047758 1332208199.715219 1695 1
1332208199.048204 1332208199.715378 1696 1
1332208199.048651 1332208199.715910 1697 1
1332208199.049097 1332208199.716047 1698 1
1332208199.049543 1332208199.716252 1699 1
1332208199.049990 1332208199.716729 1700 1
1332208199.050436 1332208199.716885 1701 1
1332208199.050883 1332208199.717823 1702 1
1332208199.051330 1332208199.717833 1703 1
1332208199.051776 1332208199.718432 1704 1
1332208199.052222 1332208199.718629 1705 1
1332208199.052669 1332208199.719099 1706 1
1332208199.053115 1332208199.719577 1707 1
1332208199.053561 1332208199.720070 1708 1
1332208199.054007 1332208199.720132 1709 1
1332208199.054454 1332208199.720651 1710 1
1332208199.054900 1332208199.721100 1711 1
1332208199.055346 1332208199.721601 1712 1
1332208199.055792 1332208199.722080 1713 1
1332208199.056238 1332208199.722553 1714 1
1332208199.056685 1332208199.723175 1715 1
1332208199.057131 1332208199.723347 1716 1
1332208199.057578 1332208199.723891 1717 1
1332208199.058024 1332208199.724487 1718 1
1332208199.058470 1332208199.725044 1719 1
1332208199.058916 1332208199.725583 1720 1
1332208199.059363 1332208199.726098 1721 1
1332208199.059810 1332208199.726564 1722 1
1332208199.060256 1332208199.727948 1723 1
1332208199.060702 1332208199.728014 1724 1
1332208199.061149 1332208199.728878 1725 1
1332208199.061595 1332208199.729112 1726 1
1332208199.062041 1332208199.729123 1727 1
1332208199.062487 1332208199.729130 1728 1
1332208199.062933 1332208199.729880 1729 1
1332208199.063380 1332208199.729890 1730 1
1332208199.063826 1332208199.730585 1731 1
1332208199.064272 1332208199.730602 1732 1
1332208199.064718 1332208199.731245 1733 1
1332208199.065164 1332208199.731853 1734 1
1332208199.065610 1332208199.732311 1735 1
1332208199.066056 1332208199.732802 1736 1
1332208199.066502 1332208199.732996 1737 1
1332208199.066949 1332208199.733536 1738 1
1332208199.067396 1332208199.734004 1739 1
1332208199.067843 1332208199.734495 1740 1
1332208199.068289 1332208199.734954 1741 1
1332208199.068736 1332208199.735717 1742 1
1332208199.069183 1332208199.735879 1743 1
1332208199.069630 1332208199.736365 1744 1
1332208199.070077 1332208199.736502 1745 1
1332208199.070524 1332208199.736951 1746 1
1332208199.070970 1332208199.737476 1747 1
1332208199.071417 1332208199.737653 1748 1
1332208199.071863 1332208199.738439 1749 1
1332208199.072309 1332208199.738902 1750 1
1332208199.072755 1332208199.738984 1751 1
1332208199.073202 1332208199.739417 1752 1
1332208199.073648 1332208199.739983 1753 1
1332208199.074094 1332208199.740559 1754 1
1332208199.074541 1332208199.740694 1755 1
1332208199.074987 1332208199.741410 1756 1
1332208199.075433 1332208199.741833 1757 1
1332208199.075879 1332208199.745318 1758 1
1332208199.076325 1332208199.745372 1759 1
1332208199.076771 1332208199.745734 1760 1
1332208199.077217 1332208199.745780 1761 1
1332208199.077663 1332208199.746051 1762 1
1332208199.078109 1332208199.746121 1763 1
1332208199.078555 1332208199.746348 1764 1
1332208199.079001 1332208199.746512 1765 1
1332208199.079447 1332208199.747080 1766 1
1332208199.079893 1332208199.747164 1767 1
1332208199.080339 1332208199.747354 1768 1
1332208199.080785 1332208199.747500 1769 1
1332208199.081232 1332208199.748250 1770 1
1332208199.081678 1332208199.748393 1771 1
1332208199.082125 1332208199.748562 1772 1
1332208199.082577 1332208199.749100 1773 1
1332208199.083023 1332208199.749288 1774 1
1332208199.083469 1332208199.749731 1775 1
1332208199.083915 1332208199.749839 1776 1
1332208199.084362 1332208199.750561 1777 1
1332208199.084808 1332208199.751812 1778 1
1332208199.085254 1332208199.751828 1779 1
1332208199.085700 1332208199.752227 1780 1
1332208199.086147 1332208199.752642 1781 1
1332208199.086593 1332208199.752746 1782 1
1332208199.087040 1332208199.753246 1783 1
1332208199.087486 1332208199.753746 1784 1
1332208199.087932 1332208199.753906 1785 1
1332208199.088378 1332208199.754992 1786 1
1332208199.088825 1332208199.755654 1787 1
1332208199.089272 1332208199.755715 1788 1
1332208199.089719 1332208199.756048 1789 1
1332208199.090166 1332208199.756457 1790 1
1332208199.090613 1332208199.756626 1791 1
1332208199.091059 1332208199.757173 1792 1
1332208199.091506 1332208199.757289 1793 1
1332208199.091952 1332208199.757860 1794 1
1332208199.092399 1332208199.758453 1795 1
1332208199.092845 1332208199.758623 1796 1
1332208199.093291 1332208199.759105 1797 1
